id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10119193,Sleek Furnished 2bed/2bath in the heart of Boston,30283594,Global Luxury Suites,,West End,42.36467,-71.06942,Entire home/apt,218,3,13,2020-08-30,0.42,71,10
10123024,"Private, amazing 1-bedroom apt in central location",28564205,Aanchal,,Allston,42.35015,-71.12885,Entire home/apt,125,91,6,2019-09-08,0.21,1,90
10132073,Extended stays,51992629,Jef,,East Boston,42.37045,-71.04026,Entire home/apt,150,4,41,2020-03-25,0.79,1,90
10135564,Downtown Boston modern 1BR Apt+high-end amenities,30283594,Global Luxury Suites,,Downtown,42.35224,-71.06351,Entire home/apt,514,91,0,,,71,0
10136459,Modern and spacious 1BR Apt in Downtown Boston,30283594,Global Luxury Suites,,Downtown,42.35282,-71.0629,Entire home/apt,514,91,0,,,71,365
10190260,Share South End Loft at Silver Line w/ parking!,10778805,Paul,,Roxbury,42.33328,-71.07828,Private room,70,91,3,2019-08-10,0.05,4,260
10241577,Fenway 1BR |Work Desk & WiFi |near Longwood Med,30283594,Global Luxury Suites,,Fenway,42.34388,-71.10161,Entire home/apt,849,28,2,2017-01-02,0.04,71,184
10249798,2nd floor room in Victorian House,26062958,Yvonne,,Roxbury,42.32635,-71.06908,Private room,50,2,46,2019-10-06,0.92,2,0
10279083,"Clean, Convenient and Comfortable",21401498,Edward,,Roslindale,42.28924,-71.14156,Private room,50,1,20,2020-03-01,0.36,1,82
10299047,2BR w deck near subway & downtown/longwood medical,52989144,Brian,,Jamaica Plain,42.31308,-71.10512,Entire home/apt,250,45,44,2020-04-01,0.82,1,270
10411383,3 BR 2 full bath condo near train and airport #2,44617326,Caroline,,East Boston,42.37695,-71.03023,Entire home/apt,380,91,18,2019-06-01,0.33,3,0
10426124,"Spacious, comfy, Downtown 15 min.",53699829,Kathy,,Dorchester,42.31499,-71.06664,Entire home/apt,84,91,104,2019-11-17,1.83,2,97
10427199,The Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34342,-71.07952,Entire home/apt,225,1,103,2020-02-29,1.81,9,0
10427882,The Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.34407,-71.07785,Entire home/apt,199,1,68,2020-03-13,1.20,9,175
10494118,2 bedroom apartment in Boston!,54097330,Olive,,Jamaica Plain,42.30657,-71.11194,Entire home/apt,150,4,35,2020-07-30,0.97,1,119
10524872,Spacious loft in the quiet suburbs #1,7324551,Bo,,Brighton,42.34488,-71.15435,Private room,34,30,14,2020-05-19,0.26,4,27
10559976,Lovely room right by subway T,52601623,Jean,,Dorchester,42.28527,-71.06859,Private room,49,91,11,2019-10-17,0.27,2,364
10575430,Cozy 4BD apartment with AirBeds,16186589,Marie,,Dorchester,42.29885,-71.06201,Entire home/apt,100,30,3,2018-12-23,0.07,25,364
10627514,Sunny JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31551,-71.10158,Private room,78,91,24,2019-11-03,0.44,2,365
10634364,Boston South-End Apt. With Porch,16044270,Sarah,,South End,42.34595,-71.07249,Entire home/apt,150,3,20,2019-12-28,0.36,1,147
10749312,Welcome Home! 3BR nr T w parking,55571157,Steve,,Jamaica Plain,42.3159,-71.10746,Entire home/apt,249,2,25,2019-10-14,0.47,1,0
10764250,"Comfy, spacious, Downtown 15 min.",53699829,Kathy,,Dorchester,42.31139,-71.06892,Entire home/apt,84,91,3,2016-08-13,0.05,2,0
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),22901863,Ziyad,,Roxbury,42.32738,-71.09471,Entire home/apt,129,8,53,2020-03-12,1.02,1,0
10835494,"2-bedr loft condo near BC, BU & Fenway w/parking",8207666,Greg,,Brighton,42.34,-71.15352,Entire home/apt,110,28,67,2020-03-09,1.32,1,90
10857914,"Beacon Hill Townhouse, 4 bedroom gem",45651169,Katherine,,Beacon Hill,42.36077,-71.06445,Entire home/apt,900,4,56,2020-03-10,1.07,1,1
10883063,spacious 3rd floor loft in home,24593919,Minor,,Jamaica Plain,42.32412,-71.1067,Entire home/apt,99,91,72,2018-08-22,1.30,1,90
11006149,420 Friendly College Apartment,57112558,Alex,,Mission Hill,42.3324,-71.10241,Entire home/apt,59,91,0,,,1,0
11067772,"sunny,cozy,near BC,BU,Boston,MBTA",31340713,Kama,,Brighton,42.34212,-71.15439,Entire home/apt,102,28,45,2020-04-17,0.82,12,332
11127085,New construction w large patio,26347507,Meredith,,South Boston,42.33569,-71.04772,Entire home/apt,500,91,0,,,1,0
11202183,Second Oldest Home in Beacon Hill,58330337,Norah,,Beacon Hill,42.35772,-71.06629,Entire home/apt,139,1,365,2020-09-21,7.00,1,174
11223924,North End 1 BR Gem in Little Italy,9410008,Jason,,North End,42.36424,-71.05196,Entire home/apt,160,10,252,2020-09-14,4.50,15,0
11240774,"New, furnished 1 bedroom apt w gym",10258834,Jared,,Fenway,42.34627,-71.10432,Entire home/apt,95,91,14,2017-03-05,0.25,1,0
11258721,Sizeable Private Room w/ Air Bed & Convenient to T,16186589,Marie,,Dorchester,42.30462,-71.07083,Private room,32,30,9,2019-11-02,0.17,25,364
11271947,Charming 1BR in Boston’s “South End” neighborhood,38067066,Dana,,South End,42.33699,-71.07642,Entire home/apt,75,91,0,,,1,211
11282071,Luxury Downtown Boston Apartment,42767050,Damandeep,,Downtown,42.35208,-71.06282,Private room,106,91,1,2016-03-15,0.02,1,0
11313921,Spacious room near Brigham Circle,59163294,Nimer,,Mission Hill,42.32977,-71.103,Private room,30,91,0,,,1,0
11343485,Beacon Hill Gem! Spacious One Bedroom,4020046,Krysti,,Beacon Hill,42.36078,-71.06493,Entire home/apt,100,91,34,2018-11-17,0.67,4,0
11357756,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,56359408,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,139,91,44,2019-11-10,0.92,5,0
11370704,Charming Modern Home in JP!,1263583,Eric,,Jamaica Plain,42.31005,-71.10712,Entire home/apt,149,91,8,2019-10-15,0.15,1,0
11376403,Roomy & Great Private Room with Airbed Near T!,16186589,Marie,,Dorchester,42.3042,-71.07118,Private room,33,30,11,2019-09-24,0.20,25,364
11431331,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Fenway,42.34771,-71.09006,Entire home/apt,130,9,49,2020-09-10,0.89,20,59
11462476,"Back Bay Near Fenway, Hynes, the T",1369968,Christopher,,Back Bay,42.35143,-71.08809,Entire home/apt,100,28,149,2020-05-31,2.68,1,146
11492423,Ideal location for business or fun!,10393465,Gary,,South Boston,42.33591,-71.05537,Private room,99,2,136,2020-03-03,2.48,2,365
11512755,Appartment 2BR 1BT,10138187,Sally,,Allston,42.35273,-71.12065,Entire home/apt,75,91,0,,,2,0
11521541,Historic and Charming Brownstone,14133713,Katy,,Charlestown,42.38195,-71.06867,Entire home/apt,780,2,10,2018-05-04,0.19,1,197
11528125,One bedroom with TV and balcony,10138187,Sally,,Allston,42.35268,-71.12125,Private room,50,91,1,2016-03-11,0.02,2,0
11553697,Sunny Comfortable Apt in JP,5539314,Toni,,Jamaica Plain,42.32173,-71.11187,Entire home/apt,200,91,13,2016-11-20,0.24,1,0
11584799,Sunish & Giulia's Boston room on T,57812241,Alexia,,Dorchester,42.29368,-71.06385,Private room,79,91,27,2019-11-29,0.50,3,364
11592154,Sunny Riverview Right In Fenway!,24120885,Nihala,,Fenway,42.3498,-71.09535,Private room,298,91,2,2016-03-27,0.04,1,0
11639480,Charming Multi Family Home,61701374,Jasiya,,Roxbury,42.30877,-71.08654,Private room,50,91,13,2019-12-22,0.26,1,0
11656698,Spacious 2 bedroom Apartment.,8898973,Adriana & Gianni,,Roxbury,42.32333,-71.09584,Entire home/apt,189,2,226,2020-09-05,4.10,2,357
11739985,Two Room Master Suite with Spa Bath,35411494,Jon&Margrit,,Jamaica Plain,42.31779,-71.1049,Private room,166,1,177,2020-08-28,3.23,2,270
11759332,Pleasant & Lovely Room Near T!,16186589,Marie,,Dorchester,42.29073,-71.06456,Private room,37,30,9,2020-05-01,0.21,25,365
11760822,"Boston ШkolarFlat - safe space, nice view #BC/BU",50437930,Misha,,Brighton,42.34091,-71.15012,Entire home/apt,110,29,126,2020-09-21,2.33,3,0
11813641,North End Luxurious Modern One Bedroom Condo-,10250257,Caroline,,North End,42.36461,-71.05313,Entire home/apt,103,91,22,2018-08-12,0.52,2,27
11866651,3 BR|2.5 BA Renovated Home w/Parking Top Location,40946436,John,,Downtown,42.35076,-71.06585,Entire home/apt,263,2,315,2020-09-20,5.80,2,66
11871190,Spacious loft in the quiet suburbs #2,7324551,Bo,,Brighton,42.34359,-71.15507,Private room,34,30,12,2019-12-21,0.22,4,27
11924459,"Lil’ Italy,Harbor Efficiency
Private Entrance",46702413,Beth,,North End,42.36666,-71.05316,Private room,119,3,250,2020-07-12,4.55,1,253
11968079,Private 1BR | in-unit W/D | Near Boston Hospitals,30283594,Global Luxury Suites,,Chinatown,42.35232,-71.06203,Entire home/apt,514,9,0,,,71,95
11973196,630 Washington,50232369,Osvaldo,,Chinatown,42.35117,-71.06203,Entire home/apt,200,91,0,,,1,0
12040113,"Cozy, Clean, Convenient. Private 4 rm, 2 bdrm APT",27842033,Bernard,,Mattapan,42.27081,-71.0794,Entire home/apt,65,2,185,2020-08-22,4.86,2,78
12067685,Central sunny apt. (fun rugs),3981669,Katerina,,Chinatown,42.34942,-71.06341,Entire home/apt,135,91,7,2017-04-18,0.13,1,0
12085989,Charlestown Loft w/ exposed brick,61084904,Ryan,,Charlestown,42.38033,-71.06088,Entire home/apt,99,91,0,,,1,0
12092499,Brand New One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.34985,-71.08952,Entire home/apt,166,10,162,2020-04-19,2.97,15,343
12103501,Inexpensive & Clean Private Bedroom with Airbed,16186589,Marie,,Dorchester,42.30439,-71.07062,Private room,32,30,10,2019-06-30,0.19,25,365
12125635,Minshu's Boston room by subway,57812241,Alexia,,Dorchester,42.29197,-71.06409,Private room,79,91,15,2019-12-20,0.28,3,364
12170576,The Metropolitan - in Roslindale,16853932,Joanne,,Roslindale,42.28012,-71.13271,Private room,100,91,3,2018-10-28,0.13,1,89
12175961,Comfortable Room w/ AirBed by the Redline,16186589,Marie,,Dorchester,42.28825,-71.06668,Private room,34,30,7,2020-04-12,0.13,25,364
12190053,VICTORIAN condo in Jamaica Plain close to subway,4913318,Luciana,,Jamaica Plain,42.31176,-71.11184,Entire home/apt,175,91,0,,,1,0
12191871,Luxury pet-friendly 2 bed by beautiful park!,314576,Josh,,Jamaica Plain,42.31086,-71.09922,Entire home/apt,231,2,151,2020-08-14,2.94,1,73
12205324,1BR in the heart of Back Bay,65632036,Michael,,Back Bay,42.35218,-71.08103,Entire home/apt,450,91,0,,,1,0
12232615,Nice Bedroom in Downtown Boston!,17893434,Christopher,,Downtown,42.35581,-71.06129,Private room,250,91,0,,,1,0
12233830,Modern Boston 2+ Bdrm Harvard/BU/BC/Boston Landing,6933825,Estee,,Allston,42.35674,-71.13652,Entire home/apt,148,2,133,2020-02-12,2.45,1,0
12246137,Spacious 1BR | WiFi & Desk | Fenway Park | GLS,30283594,Global Luxury Suites,,Fenway,42.34474,-71.0997,Entire home/apt,849,28,1,2016-05-16,0.02,71,0
12247217,Furnished 2BR Boston Apt near Children's Hospital!,30283594,Global Luxury Suites,,Fenway,42.34523,-71.10038,Entire home/apt,899,28,5,2019-03-09,0.12,71,345
12253499,Cafe-Style Studio Allston Brookline,65973859,Saudiyah,,Allston,42.34981,-71.13209,Entire home/apt,100,91,40,2019-02-17,0.74,1,89
12254831,Cozy one bed room near BC,36965419,Patarasak,,Brighton,42.34079,-71.15367,Private room,55,91,0,,,1,0
12264926,A studio in the heart of Back Bay,34078385,Matthew,,Back Bay,42.35307,-71.08224,Entire home/apt,329,91,0,,,1,0
12265127,"Small Room close to T, Boston College & Brookline",3320009,Jenna,,Brighton,42.33865,-71.14778,Private room,60,91,6,2018-07-16,0.20,1,0
12269155,Boston Apartment (North End),66084480,Richard,,North End,42.3652,-71.05823,Entire home/apt,207,1,388,2020-02-15,7.15,1,345
12287958,Copley Vacation Rental on the Park  w/ patio M325,32532791,Marie,,South End,42.34382,-71.07537,Entire home/apt,157,3,37,2019-12-26,0.69,10,205
12290886,South End Suite Vacation Rental M365-1,32532791,Marie,,South End,42.34508,-71.0774,Entire home/apt,198,3,31,2019-10-30,0.61,10,150
12306135,Urban Glamping North End Waterfront,66356498,Lauren,,North End,42.36254,-71.05373,Entire home/apt,45,91,0,,,1,0
12320063,room in beautiful house,66462220,Jana,,Mission Hill,42.33289,-71.10862,Private room,60,91,3,2016-08-14,0.06,1,0
12336281,Spacious loft in the quiet suburbs #3,7324551,Bo,,Brighton,42.34504,-71.15406,Private room,33,30,15,2020-04-20,0.30,4,27
12343708,Walk/Bus to Redline Renovated Easy to MIT/Harvard,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,9,2017-10-19,0.17,31,365
12344142,Top Rated Apartment! Exceptional Location!,10619687,Mechaal,,East Boston,42.36893,-71.0419,Entire home/apt,121,91,118,2019-12-14,3.81,1,62
12351909,Freshly Renovated Studio close to T,18150109,Alex,,Roxbury,42.32808,-71.0962,Entire home/apt,128,91,192,2019-11-13,3.55,4,153
12359181,shared room in the heart of Boston,36496544,Lively,,Fenway,42.34716,-71.08932,Shared room,750,91,0,,,1,0
12368082,Sky-room in beautiful Victorian,15198549,Felicia,,Roxbury,42.31644,-71.09391,Private room,50,91,16,2019-06-13,0.30,2,333
12372052,3 min to subway T stop-Orange Line-10 min downtown,21745230,Jurek,,Charlestown,42.38323,-71.07733,Private room,58,28,63,2018-08-31,1.22,11,89
12382239,2BR Luxury Apt - Downtown/West End,45824588,Matt,,Downtown,42.36432,-71.06108,Entire home/apt,257,91,11,2016-07-22,0.20,1,0
12382743,Private 1BR |Steps to Boston Hospital|Full Kitchen,30283594,Global Luxury Suites,,Chinatown,42.35113,-71.06138,Entire home/apt,514,3,0,,,71,89
12489916,Penthouse in Back Bay,65907845,Douglas,,Back Bay,42.35392,-71.07567,Entire home/apt,281,91,12,2016-07-20,0.22,1,0
12492474,Stay with Fun Family (queen size bed),67637928,Yuki,,Mattapan,42.27399,-71.07083,Private room,38,30,10,2020-06-30,0.19,5,303
12496332,Sunny & Spacious room- South End,11556349,Ashley,,South End,42.33909,-71.07901,Private room,61,91,0,,,1,0
12535687,In-Law Apartment,30349101,Rossanna,,Roslindale,42.28389,-71.13141,Entire home/apt,125,91,44,2019-10-27,0.90,1,363
12581300,Private room in South Boston,68232240,Tyler,,South Boston,42.33084,-71.05246,Private room,65,91,11,2016-07-26,0.21,1,0
12599820,North End Furnished Condo!,68369590,David,,North End,42.36555,-71.05452,Entire home/apt,175,91,3,2016-08-27,0.06,1,0
12602632,Lovely and Warm 2 Bedroom Condo (Close to the T),68394908,Shelton,,Jamaica Plain,42.32052,-71.10588,Entire home/apt,160,2,22,2020-01-05,0.47,1,121
12618291,The 1880 House: Historic Single Family Victorian!,68502098,Kristen,,West Roxbury,42.28076,-71.15321,Entire home/apt,500,5,11,2019-08-24,0.21,1,270
12672097,Boston Brownstone,46846483,Giannoula,,Fenway,42.34619,-71.08887,Entire home/apt,185,2,122,2020-08-23,2.83,1,54
12781774,Studio apartment in historic Boston,39290576,Paul,,Jamaica Plain,42.31446,-71.11392,Entire home/apt,99,2,69,2019-06-29,1.30,1,0
12812461,5 ⭐️ stay in historic SouthEnd  Boston free parking,38818333,William M,,South End,42.33659,-71.07603,Entire home/apt,225,2,200,2020-09-26,3.92,1,302
12834650,Comfy room,9640446,Mitchel,,Brighton,42.35239,-71.16201,Private room,50,91,11,2017-08-25,0.21,1,0
12898177,"Devonshire Place, Lux 1 Bed Dwtwn Financial Area",22541573,Ken,,Downtown,42.35851,-71.05719,Entire home/apt,210,91,5,2019-09-25,0.14,15,364
12899321,"Kingston Street, 1bd Service Dwtwn Financial Area",22541573,Ken,,Chinatown,42.35157,-71.05931,Entire home/apt,219,91,3,2020-04-01,0.06,15,364
12901078,Mahar family room,27871799,Althea,,Mattapan,42.27516,-71.07662,Private room,55,1,42,2020-02-17,0.79,6,1
12904318,Lovely cozy room close to Subway,52601623,Jean,,Dorchester,42.28358,-71.06695,Private room,49,91,7,2019-05-19,0.14,2,364
12949270,"Elegant room, colorful artist home",18896448,Sandy,,Jamaica Plain,42.32136,-71.11323,Private room,65,91,12,2016-12-02,0.23,2,0
12950332,Clean Large Room near Redline/Rail Peaceful Area,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,37,91,9,2018-02-18,0.17,31,365
12973308,"In the Heart of Back Bay, Boston",71393113,Eric,,Fenway,42.34753,-71.08894,Entire home/apt,375,10,27,2019-12-12,0.51,5,0
12997334,1 BR apartment near Harvard,24584254,Ak,,Allston,42.36454,-71.11838,Entire home/apt,99,91,9,2017-01-08,0.17,1,0
13029806,"1 bedroom 1 bathroom in South End, Boston",71992437,Val,,South End,42.33709,-71.06873,Entire home/apt,210,91,30,2019-07-18,0.66,1,0
13032590,3 bedroom apt next to T stop-off street parking,21745230,Jurek,,Charlestown,42.38269,-71.0781,Entire home/apt,188,1,328,2020-09-20,6.33,11,293
13044229,"Andrew Sq, South Boston - Modern Condo",72163500,Chris,,South Boston,42.32964,-71.05511,Entire home/apt,150,91,20,2017-10-27,0.38,1,0
13046581,Beautiful Apartment-5 Beds-Parking-Super Clean!,19488432,Julian,,West Roxbury,42.26148,-71.15939,Entire home/apt,85,2,197,2020-09-14,4.07,1,253
13046976,Sunny renovated 1 bed in friendly East Boston,507084,Nicole,,East Boston,42.37913,-71.03983,Entire home/apt,147,91,37,2017-08-10,0.70,1,0
13062783,Boston bedroom near Fenway,44620221,Michael,,Mission Hill,42.33048,-71.10651,Private room,29,91,4,2016-09-01,0.08,1,0
13063952,3 min to T stop-Boston/Somerville/Cambridge access,21745230,Jurek,,Charlestown,42.3827,-71.07877,Private room,59,28,18,2020-05-29,0.35,11,237
13077603,Big and comfortable room with queen bed.,67103816,Firlian,,Roxbury,42.31782,-71.09135,Private room,37,30,19,2019-09-06,0.36,6,0
13078025,Back Bay with Style,71393113,Eric,,Fenway,42.34678,-71.08951,Entire home/apt,135,10,42,2019-12-15,0.80,5,4
13078148,"Downtown Crossing ARTlab, Studio Apt, Boston",20857768,Compass,,Downtown,42.35645,-71.06103,Entire home/apt,100,9,23,2020-07-27,0.46,20,0
13082258,"47 Symphony Road, Apt 501",27569517,Anna,,Fenway,42.34339,-71.08832,Private room,52,91,2,2016-06-14,0.04,1,0
13083058,Sunny Studio at Fenway,48018479,Yining,,Fenway,42.34646,-71.10416,Entire home/apt,100,91,12,2016-08-27,0.23,1,0
13091712,Ideal for Families - Spacious Charlestown Townhome,54995023,Tim,,Charlestown,42.38036,-71.06756,Entire home/apt,314,2,19,2020-08-31,0.66,1,0
13121821,Charming Beacon Hill apartment with outdoor space,38119495,Scott,,Beacon Hill,42.35998,-71.06479,Entire home/apt,167,3,182,2020-09-08,3.50,1,166
13166405,Spacious loft in the quiet suburbs #4,7324551,Bo,,Brighton,42.34636,-71.15563,Private room,36,30,5,2019-12-23,0.10,4,27
13173203,Quaint North End One Bedroom -Near everything,38997,Michelle,,North End,42.36487,-71.05597,Entire home/apt,83,28,38,2019-08-26,0.72,11,364
13173362,"BACK BAY 2 blocks subway, 1 street to Newbury St",38997,Michelle,,Back Bay,42.34826,-71.0854,Entire home/apt,83,28,1,2020-03-18,0.15,11,0
13188501,"Beacon Hill Studio, close to Mass Gen & T Station",38997,Michelle,,Beacon Hill,42.3609,-71.07086,Entire home/apt,83,28,16,2020-03-14,0.30,11,365
13189564,Historic townhouse in center of Boston,50767440,Renee,,Downtown,42.36099,-71.05777,Entire home/apt,346,2,224,2020-09-19,4.39,1,153
13239143,Small Room Renovated House Walk/Bus to Redline,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,7,2018-06-20,0.13,31,365
13239882,Off-St. Parking Large Room Clean Renovated House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,0,,,31,365
13242393,Renovated House near Subway/Rail Everything New,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,3,2017-06-29,0.06,31,365
13249829,Sunny and renovated 2 BDR in Beacon Hill,741190,Vincent,,Beacon Hill,42.36038,-71.06781,Entire home/apt,129,45,7,2019-08-28,0.14,1,0
13249923,"Walk/Bus to Redline/Rail stations, Private Balcony",18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,3,2017-10-29,0.06,31,1
13258244,Comfortable quite room.,67103816,Firlian,,Roxbury,42.31626,-71.09222,Private room,35,30,13,2020-09-19,0.25,6,179
13266133,My room by the Red Line T (Shawmut),57812241,Alexia,,Dorchester,42.29393,-71.06462,Private room,79,91,5,2019-04-17,0.10,3,179
13298137,EZ to Downtown/Longwood Off-St Parking Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,91,2,2017-01-24,0.04,31,365
13318522,Big and Bright Home (perfect for families),1262035,Kris,,Roslindale,42.28521,-71.13172,Entire home/apt,179,2,5,2019-12-01,0.14,1,44
13327034,"Allston, Close to Harvard Business School + BU G",19548932,Yi,,Allston,42.35796,-71.12944,Private room,73,91,115,2019-11-04,2.19,4,299
13333623,Spacious One bedroom in South Boston's East side,17842524,Ryan,,South Boston,42.33231,-71.04336,Entire home/apt,175,91,0,,,1,0
13345701,"Allston, Close to Harvard Business School + BU H",19548932,Yi,,Allston,42.35796,-71.12944,Private room,73,91,188,2019-12-15,3.57,4,284
13378923,Montgomery Place - Studio (Room 6),75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,100,28,159,2020-09-19,3.12,3,327
13378936,Montgomery Place - One Bedroom,75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,66,28,130,2019-06-30,2.51,3,58
13391640,Back Bay Apt - Close and Convenient to Everywhere,6032648,Madison,,Back Bay,42.35502,-71.07523,Entire home/apt,200,91,12,2016-08-30,0.23,1,0
